"venue_short","sport_id","league_abbrev","team_id","spring_league_id","active_sw","division","mlb_org_brief","season","first_year_of_play","state","name_short","bis_team_code","venue_id","name_display_short","name_display_long","name_display_brief","sport_code_name","spring_league","league","division_id","sport_code","time_zone_num","mlb_org","name_display_full","all_star_sw","division_abbrev","name","home_opener","phone_number","address_zip","time_zone_text","venue_name","division_full","franchise_code","city","time_zone_alt","address_state","name_abbrev","store_url","file_code","address_line3","address_line2","address_province","mlb_org_id","address_line1","spring_league_full","spring_league_abbrev","last_year_of_play","address","league_full","address_country","base_url","time_zone","address_city","team_code","mlb_org_abbrev","address_intl","time_zone_generic","website_url","sport_code_display","home_opener_time","mlb_org_short","league_id"
"","512","","2618","","N","","","2012","2008","","Dominican Rep.","","401","Dominican Rep.","Dominican Republic","Dominican Republic","INTW","","","","naw","","","Dominican Republic","N","","Dominican Republic","","","","","TBD","","","United States","America/New_York","","DOM","","t2618","","","","","","","","2019","","","","","ET","","dom","","","ET","","International Baseball (Women's)","","",""
"","16","DSL","600","","Y","P","Angels","2012","1987","","DSL Angels","","401","DSL Angels","DSL Angels","DSL Angels","ROK","","DSL","246","rok","","Los Angeles Angels","DSL Angels","N","DSLSP","DSL Angels","2012-06-02T00:00:00","","","","TBD","Dominican Summer League San Pedro de Macoris","","United States","America/New_York","","DSL ANG","","t600","","","","108","","","","2023","","Dominican Summer League","","","ET","","dan","LAA","","ET","","Rookie","10:30:00 AM","LA Angels","130"
"","16","DSL","601","","Y","W","Astros","2012","1987","","DSL Astros","","401","DSL Astros","DSL Astros","DSL Astros","ROK","","DSL","249","rok","","Houston Astros","DSL Astros","N","DSLBCNW","DSL Astros","2012-06-02T00:00:00","","","","TBD","Dominican Summer League Boca Chica Northwest","","United States","America/New_York","","DSL AST","","t601","","","","117","","","","2023","","Dominican Summer League","","","ET","","das","HOU","","ET","","Rookie","10:30:00 AM","Houston","130"
"","16","DSL","602","","Y","W","Athletics","2012","1985","","DSL Athletics","","401","DSL Athletics","DSL Athletics","DSL Athletics","ROK","","DSL","249","rok","","Oakland Athletics","DSL Athletics","N","DSLBCNW","DSL Athletics","2012-06-04T00:00:00","","","","TBD","Dominican Summer League Boca Chica Northwest","","United States","America/New_York","","DSL ATH","","t602","","","","133","","","","2023","","Dominican Summer League","","","ET","","dat","OAK","","ET","","Rookie","10:30:00 AM","Oakland","130"
"","16","DSL","604","","Y","P","Blue Jays","2012","1985","","DSL Blue Jays","","401","DSL Blue Jays","DSL Blue Jays","DSL Blue Jays","ROK","","DSL","246","rok","","Toronto Blue Jays","DSL Blue Jays","N","DSLSP","DSL Blue Jays","2012-06-05T00:00:00","","","","TBD","Dominican Summer League San Pedro de Macoris","","United States","America/New_York","","DSL BLJ","","t604","","","","141","","","","2023","","Dominican Summer League","","","ET","","dbl","TOR","","ET","","Rookie","10:30:00 AM","Toronto","130"
"","16","DSL","605","","Y","P","Braves","2012","1985","","DSL Braves","","401","DSL Braves","DSL Braves","DSL Braves","ROK","","DSL","246","rok","","Atlanta Braves","DSL Braves","N","DSLSP","DSL Braves","2012-06-04T00:00:00","","","","TBD","Dominican Summer League San Pedro de Macoris","","United States","America/New_York","","DSL BRA","","t605","","","","144","","","","2023","","Dominican Summer League","","","ET","","dbr","ATL","","ET","","Rookie","10:30:00 AM","Atlanta","130"
"","16","DSL","607","","Y","P","Brewers","2012","1985","","DSL Brewers","","401","DSL Brewers","DSL Brewers","DSL Brewers","ROK","","DSL","246","rok","","Milwaukee Brewers","DSL Brewers","N","DSLSP","DSL Brewers","2012-06-02T00:00:00","","","","TBD","Dominican Summer League San Pedro de Macoris","","United States","America/New_York","","DSL BRW","","t607","","","","158","","","","2023","","Dominican Summer League","","","ET","","dbw","MIL","","ET","","Rookie","10:30:00 AM","Milwaukee","130"
"","16","DSL","608","","Y","W","Cardinals","2012","1987","","DSL Cardinals","","401","DSL Cardinals","DSL Cardinals","DSL Cardinals","ROK","","DSL","249","rok","","St. Louis Cardinals","DSL Cardinals","N","DSLBCNW","DSL Cardinals","2012-06-04T00:00:00","","","","TBD","Dominican Summer League Boca Chica Northwest","","United States","America/New_York","","DSL CAR","","t608","","","","138","","","","2023","","Dominican Summer League","","","ET","","dca","STL","","ET","","Rookie","10:30:00 AM","St. Louis","130"
"","16","DSL","609","","Y","B","Cubs","2012","1985","","DSL Cubs1","","401","DSL Cubs1","DSL Cubs1","DSL Cubs1","ROK","","DSL","250","rok","","Chicago Cubs","DSL Cubs1","N","DSLBCBC","DSL Cubs1","2012-06-04T00:00:00","","","","TBD","Dominican Summer League Boca Chica Baseball City","","United States","America/New_York","","DSL CUB","","t609","","","","112","","","","2023","","Dominican Summer League","","","ET","","dcu","CHC","","ET","","Rookie","10:30:00 AM","Chi Cubs","130"
"","16","DSL","2270","","Y","S","Cubs","2012","2008","","DSL Cubs2","","401","DSL Cubs2","DSL Cubs2","DSL Cubs2","ROK","","DSL","248","rok","","Chicago Cubs","DSL Cubs2","N","DSLBCS","DSL Cubs2","2012-06-02T00:00:00","","","","TBD","Dominican Summer League Boca Chica South","","United States","America/New_York","","DSL CUB2","","t2270","","","","112","","","","2023","","Dominican Summer League","","","ET","","dch","CHC","","ET","","Rookie","10:30:00 AM","Chi Cubs","130"
"","16","DSL","610","","Y","B","D-backs","2012","1996","","DSL D-backs","","401","DSL D-backs","DSL D-backs","DSL D-backs","ROK","","DSL","250","rok","","Arizona Diamondbacks","DSL D-backs","N","DSLBCBC","DSL D-backs","2012-06-02T00:00:00","","","","TBD","Dominican Summer League Boca Chica Baseball City","","United States","America/New_York","","DSL DIA","","t610","","","","109","","","","2023","","Dominican Summer League","","","ET","","ddi","AZ","","ET","","Rookie","10:30:00 AM","Arizona","130"
"","16","DSL","2412","","N","S","","2012","2008","","DSL D-backs/Reds","","401","DSL D-backs/Reds","DSL D-backs/Reds","DSL D-backs/Reds","ROK","","DSL","248","rok","","","DSL D-backs/Reds","N","DSLBCS","DSL D-backs/Reds","2012-06-04T00:00:00","","","","TBD","Dominican Summer League Boca Chica South","","United States","America/New_York","","DSL DIR","","t2412","","","","","","","","2017","","Dominican Summer League","","","ET","","dac","","","ET","","Rookie","10:30:00 AM","","130"
"","16","DSL","611","","Y","W","Dodgers","2012","1985","","DSL Dodgers","","401","DSL Dodgers","DSL Dodgers","DSL Dodgers","ROK","","DSL","249","rok","","Los Angeles Dodgers","DSL Dodgers","N","DSLBCNW","DSL Dodgers","2012-06-02T00:00:00","","","","TBD","Dominican Summer League Boca Chica Northwest","","United States","America/New_York","","DSL DOD","","t611","","","","119","","","","2023","","Dominican Summer League","","","ET","","ddo","LAD","","ET","","Rookie","10:30:00 AM","LA Dodgers","130"
"","16","DSL","615","","Y","S","Giants","2012","1987","","DSL Giants","","401","DSL Giants","DSL Giants","DSL Giants","ROK","","DSL","248","rok","","San Francisco Giants","DSL Giants","N","DSLBCS","DSL Giants","2012-06-02T00:00:00","","","","TBD","Dominican Summer League Boca Chica South","","United States","America/New_York","","DSL GSI","","t615","","","","137","","","","2023","","Dominican Summer League","","","ET","","dgi","SF","","ET","","Rookie","10:30:00 AM","San Francisco","130"
"","16","DSL","616","","Y","W","Guardians","2012","1987","","DSL Indians","","401","DSL Indians","DSL Indians","DSL Indians","ROK","","DSL","249","rok","","Cleveland Guardians","DSL Indians","N","DSLBCNW","DSL Indians","2012-06-02T00:00:00","","","","TBD","Dominican Summer League Boca Chica Northwest","","United States","America/New_York","","DSL IND","","t616","","","","114","","","","2023","","Dominican Summer League","","","ET","","din","CLE","","ET","","Rookie","10:30:00 AM","Cleveland","130"
"","16","DSL","618","","Y","W","Mariners","2012","1985","","DSL Mariners","","401","DSL Mariners","DSL Mariners","DSL Mariners","ROK","","DSL","249","rok","","Seattle Mariners","DSL Mariners","N","DSLBCNW","DSL Mariners","2012-06-04T00:00:00","","","","TBD","Dominican Summer League Boca Chica Northwest","","United States","America/New_York","","DSL SEA","","t618","","","","136","","","","2023","","Dominican Summer League","","","ET","","dmr","SEA","","ET","","Rookie","10:30:00 AM","Seattle","130"
"","16","DSL","619","","Y","N","Marlins","2012","1992","","DSL Marlins","","401","DSL Marlins","DSL Marlins","DSL Marlins","ROK","","DSL","247","rok","","Miami Marlins","DSL Marlins","N","DSLBCN","DSL Marlins","2012-06-04T00:00:00","","","","TBD","Dominican Summer League Boca Chica North","","United States","America/New_York","","DSL MRL","","t619","","","","146","","","","2023","","Dominican Summer League","","","ET","","dml","MIA","","ET","","Rookie","10:30:00 AM","Miami","130"
"","16","DSL","620","","Y","S","Mets","2012","1987","","DSL Mets1","","401","DSL Mets1","DSL Mets1","DSL Mets1","ROK","","DSL","248","rok","","New York Mets","DSL Mets1","N","DSLBCS","DSL Mets1","2012-06-04T00:00:00","","","","TBD","Dominican Summer League Boca Chica South","","United States","America/New_York","","DSL MET","","t620","","","","121","","","","2023","","Dominican Summer League","","","ET","","dme","NYM","","ET","","Rookie","10:30:00 AM","NY Mets","130"
"","16","DSL","2117","","Y","N","Mets","2012","1998","","DSL Mets2","","401","DSL Mets2","DSL Mets2","DSL Mets2","ROK","","DSL","247","rok","","New York Mets","DSL Mets2","N","DSLBCN","DSL Mets2","2012-06-02T00:00:00","","","","TBD","Dominican Summer League Boca Chica North","","United States","America/New_York","","DSL MTS","","t2117","","","","121","","","","2023","","Dominican Summer League","","","ET","","met","NYM","","ET","","Rookie","10:30:00 AM","NY Mets","130"
"","16","DSL","1270","","Y","S","Nationals","2012","1987","","DSL Nationals","","401","DSL Nationals","DSL Nationals","DSL Nationals","ROK","","DSL","248","rok","","Washington Nationals","DSL Nationals","N","DSLBCS","DSL Nationals","2012-06-02T00:00:00","","","","TBD","Dominican Summer League Boca Chica South","","United States","America/New_York","","DSL NAT","","t1270","","","","120","","","","2023","","Dominican Summer League","","","ET","","dwa","WSH","","ET","","Rookie","10:30:00 AM","Washington","130"
"","16","DSL","621","","Y","B","Orioles","2012","1985","","DSL Orioles","","401","DSL Orioles","DSL Orioles","DSL Orioles","ROK","","DSL","250","rok","","Baltimore Orioles","DSL Orioles","N","DSLBCBC","DSL Orioles","2012-06-04T00:00:00","","","","TBD","Dominican Summer League Boca Chica Baseball City","","United States","America/New_York","","DSL ORI","","t621","","","","110","","","","2023","","Dominican Summer League","","","ET","","dor","BAL","","ET","","Rookie","10:30:00 AM","Baltimore","130"
"","16","DSL","3130","","Y","S","Orioles","2012","2009","","DSL Orioles2","","401","DSL Orioles2","DSL Orioles2","DSL Orioles2","ROK","","DSL","248","rok","","Baltimore Orioles","DSL Orioles2","N","DSLBCS","DSL Orioles2","","","","","TBD","Dominican Summer League Boca Chica South","","United States","America/New_York","","DSL OR2","","t3130","","","","110","","","","2023","","Dominican Summer League","","","ET","","dba","BAL","","ET","","Rookie","","Baltimore","130"
"","16","DSL","622","","Y","B","Padres","2012","1987","","DSL Padres","","401","DSL Padres","DSL Padres","DSL Padres","ROK","","DSL","250","rok","","San Diego Padres","DSL Padres","N","DSLBCBC","DSL Padres","2012-06-04T00:00:00","","","","TBD","Dominican Summer League Boca Chica Baseball City","","United States","America/New_York","","DSL PAD","","t622","","","","135","","","","2023","","Dominican Summer League","","","ET","","dpa","SD","","ET","","Rookie","10:30:00 AM","San Diego","130"
"","16","DSL","623","","Y","S","Phillies","2012","1985","","DSL Phillies","","401","DSL Phillies","DSL Phillies","DSL Phillies","ROK","","DSL","248","rok","","Philadelphia Phillies","DSL Phillies","N","DSLBCS","DSL Phillies","2012-06-02T00:00:00","","","","TBD","Dominican Summer League Boca Chica South","","United States","America/New_York","","DSL PHI","","t623","","","","143","","","","2023","","Dominican Summer League","","","ET","","dph","PHI","","ET","","Rookie","10:30:00 AM","Philadelphia","130"
"","16","DSL","624","","Y","N","Pirates","2012","1985","","DSL Pirates1","","401","DSL Pirates1","DSL Pirates1","DSL Pirates1","ROK","","DSL","247","rok","","Pittsburgh Pirates","DSL Pirates1","N","DSLBCN","DSL Pirates1","2012-06-02T00:00:00","","","","TBD","Dominican Summer League Boca Chica North","","United States","America/New_York","","DSL PIR","","t624","","","","134","","","","2023","","Dominican Summer League","","","ET","","dpi","PIT","","ET","","Rookie","10:30:00 AM","Pittsburgh","130"
"","16","DSL","4404","","Y","S","Pirates","2012","2012","","DSL Pirates2","","401","DSL Pirates2","DSL Pirates2","DSL Pirates2","ROK","","DSL","248","rok","","Pittsburgh Pirates","DSL Pirates2","N","DSLBCS","DSL Pirates2","2012-06-04T00:00:00","","","","TBD","Dominican Summer League Boca Chica South","","United States","America/New_York","","DSL PIR","","t4404","","","","134","","","","2023","","Dominican Summer League","","","ET","","dpt","PIT","","ET","","Rookie","10:30:00 AM","Pittsburgh","130"
"","16","DSL","625","","Y","N","Rangers","2012","1987","","DSL Rangers","","401","DSL Rangers","DSL Rangers","DSL Rangers","ROK","","DSL","247","rok","","Texas Rangers","DSL Rangers","N","DSLBCN","DSL Rangers","2012-06-04T00:00:00","","","","TBD","Dominican Summer League Boca Chica North","","United States","America/New_York","","DSL RGR","","t625","","","","140","","","","2023","","Dominican Summer League","","","ET","","drg","TEX","","ET","","Rookie","10:30:00 AM","Texas","130"
"","16","DSL","1611","","Y","W","Rays","2012","1997","","DSL Rays","","401","DSL Rays","DSL Rays","DSL Rays","ROK","","DSL","249","rok","","Tampa Bay Rays","DSL Rays","N","DSLBCNW","DSL Rays","2012-06-02T00:00:00","","","","TBD","Dominican Summer League Boca Chica Northwest","","United States","America/New_York","","DSL RAY","","t1611","","","","139","","","","2023","","Dominican Summer League","","","ET","","ddr","TB","","ET","","Rookie","10:30:00 AM","Tampa Bay","130"
"","16","DSL","628","","Y","B","Reds","2012","1987","","DSL Reds","","401","DSL Reds","DSL Reds","DSL Reds","ROK","","DSL","250","rok","","Cincinnati Reds","DSL Reds","N","DSLBCBC","DSL Reds","2012-06-02T00:00:00","","","","TBD","Dominican Summer League Boca Chica Baseball City","","United States","America/New_York","","DSL REDS","","t628","","","","113","","","","2023","","Dominican Summer League","","","ET","","drd","CIN","","ET","","Rookie","10:30:00 AM","Cincinnati","130"
"","16","DSL","626","","Y","N","Red Sox","2012","1996","","DSL Red Sox","","401","DSL Red Sox","DSL Red Sox","DSL Red Sox","ROK","","DSL","247","rok","","Boston Red Sox","DSL Red Sox","N","DSLBCN","DSL Red Sox","2012-06-04T00:00:00","","","","TBD","Dominican Summer League Boca Chica North","","United States","America/New_York","","DSL RSX","","t626","","","","111","","","","2023","","Dominican Summer League","","","ET","","drs","BOS","","ET","","Rookie","10:30:00 AM","Boston","130"
"","16","DSL","629","","Y","B","Rockies","2012","1991","","DSL Rockies","","401","DSL Rockies","DSL Rockies","DSL Rockies","ROK","","DSL","250","rok","","Colorado Rockies","DSL Rockies","N","DSLBCBC","DSL Rockies","2012-06-02T00:00:00","","","","TBD","Dominican Summer League Boca Chica Baseball City","","United States","America/New_York","","DSL ROC","","t629","","","","115","","","","2023","","Dominican Summer League","","","ET","","dro","COL","","ET","","Rookie","10:30:00 AM","Colorado","130"
"","16","DSL","630","","Y","W","Royals","2012","1985","","DSL Royals","","401","DSL Royals","DSL Royals","DSL Royals","ROK","","DSL","249","rok","","Kansas City Royals","DSL Royals","N","DSLBCNW","DSL Royals","2012-06-04T00:00:00","","","","TBD","Dominican Summer League Boca Chica Northwest","","United States","America/New_York","","DSL ROY","","t630","","","","118","","","","2023","","Dominican Summer League","","","ET","","dry","KC","","ET","","Rookie","10:30:00 AM","Kansas City","130"
"","16","DSL","631","","Y","P","Tigers","2012","1987","","DSL Tigers","","401","DSL Tigers","DSL Tigers","DSL Tigers","ROK","","DSL","246","rok","","Detroit Tigers","DSL Tigers","N","DSLSP","DSL Tigers","2012-06-03T00:00:00","","","","TBD","Dominican Summer League San Pedro de Macoris","","United States","America/New_York","","DSL TIG","","t631","","","","116","","","","2023","","Dominican Summer League","","","ET","","dti","DET","","ET","","Rookie","10:30:00 AM","Detroit","130"
"","16","DSL","632","","Y","B","Twins","2012","1985","","DSL Twins","","401","DSL Twins","DSL Twins","DSL Twins","ROK","","DSL","250","rok","","Minnesota Twins","DSL Twins","N","DSLBCBC","DSL Twins","2012-06-02T00:00:00","","","","TBD","Dominican Summer League Boca Chica Baseball City","","United States","America/New_York","","DSL TWI","","t632","","","","142","","","","2023","","Dominican Summer League","","","ET","","dtw","MIN","","ET","","Rookie","10:30:00 AM","Minnesota","130"
"","16","DSL","633","","Y","B","White Sox","2012","1987","","DSL White Sox","","401","DSL White Sox","DSL White Sox","DSL White Sox","ROK","","DSL","250","rok","","Chicago White Sox","DSL White Sox","N","DSLBCBC","DSL White Sox","2012-06-04T00:00:00","","","","TBD","Dominican Summer League Boca Chica Baseball City","","United States","America/New_York","","DSL WSX","","t633","","","","145","","","","2023","","Dominican Summer League","","","ET","","dws","CWS","","ET","","Rookie","10:30:00 AM","Chi White Sox","130"
"","16","DSL","634","","Y","S","Yankees","2012","1985","","DSL Yankees1","","401","DSL Yankees1","DSL Yankees1","DSL Yankees1","ROK","","DSL","248","rok","","New York Yankees","DSL Yankees1","N","DSLBCS","DSL Yankees1","2012-06-04T00:00:00","","","","TBD","Dominican Summer League Boca Chica South","","United States","America/New_York","","DSL NYY1","","t634","","","","147","","","","2023","","Dominican Summer League","","","ET","","dya","NYY","","ET","","Rookie","10:30:00 AM","NY Yankees","130"
"","16","DSL","635","","Y","N","Yankees","2012","2002","","DSL Yankees2","","401","DSL Yankees2","DSL Yankees2","DSL Yankees2","ROK","","DSL","247","rok","","New York Yankees","DSL Yankees2","N","DSLBCN","DSL Yankees2","2012-06-02T00:00:00","","","","TBD","Dominican Summer League Boca Chica North","","United States","America/New_York","","DSL NYY2","","t635","","","","147","","","","2023","","Dominican Summer League","","","ET","","dyn","NYY","","ET","","Rookie","10:30:00 AM","NY Yankees","130"
"","13","FSL","424","","Y","N","Blue Jays","2012","1987","FL","Dunedin","","2536","Dunedin","Dunedin Blue Jays","Blue Jays","A(Adv)","","FSL","214","afa","","Toronto Blue Jays","Dunedin Blue Jays","N","FSLN","Blue Jays","2012-04-05T00:00:00","","34698","","Florida Auto Exchange Stadium","Florida State League North","","Dunedin","America/New_York","FL","DUN","","t424","","","","141","373 Douglas Avenue #A","","","2023","373 Douglas Avenue #A&#xa;Dunedin, FL  34698","Florida State League","USA","","ET","Dunedin","dun","TOR","N","ET","","Class A Advanced","6:30:00 PM","Toronto","123"
"","11","INT","234","","Y","S","Rays","2012","1945","NC","Durham","","2541","Durham","Durham Bulls","Bulls","AAA","","INT","220","aaa","","Tampa Bay Rays","Durham Bulls","N","INTS","Bulls","2012-04-05T00:00:00","","27701","","Durham Bulls Athletic Park","International League South","","Durham","America/New_York","NC","DUR","","t234","","","","139","409 Blackwell Street","","","2023","409 Blackwell Street&#xa;Durham, NC  27701","International League","USA","","ET","Durham","dub","TB","N","ET","","Triple-A","7:05:00 PM","Tampa Bay","117"
"","22","CBB","4844","","Y","","","2012","2001","","East Tennessee State","","4549","East Tennessee State","East Tennessee State U. Bucs","Bucs","College","","CBB","","bbc","","","East Tennessee State Bucs","N","","Bucs","","","","","","","","","America/New_York","","ETS","","t4844","","","","","","","","2023","","College Baseball","","","","","ets","","","","","College Baseball","","","107"
"","511","","3197","","Y","","","2012","2008","","Ecuador","","401","Ecuador","Ecuador","Ecuador","14U","","","","naf","","","Ecuador","N","","Ecuador","","","","","TBD","","","United States","America/New_York","","ECU","","t3197","","","","","","","","2012","","","","","ET","","ecu","","","ET","","International Baseball (14 and under)","","",""
"","51","","806","","N","","","2012","2005","","Ecuador","","401","Ecuador","Ecuador","Ecuador","INT","","","","int","","","Ecuador","N","","Ecuador","","","","","TBD","","","United States","America/New_York","","ECU","","t806","","","","","","","","2023","","","","","ET","","ecu","","","ET","","International Baseball","","",""
"","51","","807","","N","","","2012","2005","","Egypt","","401","Egypt","Egypt","Egypt","INT","","","","int","","","Egypt","N","","Egypt","","","","","TBD","","","United States","America/New_York","","EGY","","t807","","","","","","","","2023","","","","","ET","","egy","","","ET","","International Baseball","","",""
"","16","APP","576","","Y","W","Twins","2012","1974","TN","Elizabethton","","2788","Elizabethton","Elizabethton Twins","Twins","ROK","","APP","207","rok","","Minnesota Twins","Elizabethton Twins","N","APPW","Twins","2012-06-25T00:00:00","","37643","","Joe O'Brien Field","Appalachian League West","","Elizabethon","","TN","ELZ","","t576","","","","142","208 North Holly Lane","","","2023","208 North Holly Lane&#xa;Elizabethon, TN  37643","Appalachian League","USA","","ET","Elizabethon","eli","MIN","N","ET","","Rookie","7:00:00 PM","Minnesota","120"
"","51","","808","","N","","","2012","2005","","El Salvador","","401","El Salvador","El Salvador","El Salvador","INT","","","","int","","","El Salvador","N","","El Salvador","","","","","TBD","","","United States","America/New_York","","ESA","","t808","","","","","","","","2023","","","","","ET","","esa","","","ET","","International Baseball","","",""
"","22","CBB","2390","","N","","OOC","2012","2008","","Embry-Riddle","","401","Embry-Riddle","Embry-Riddle Eagles","Eagles","College","","CBB","","bbc","","Office of the Commissioner","Embry-Riddle Eagles","N","","Eagles","","","","","TBD","","","United States","America/New_York","","EMB","","t2390","","","","11","","","","2014","","College Baseball","","","ET","","ere","OOC","","ET","","College Baseball","","OOC","107"
"","51","","809","","N","","","2012","2005","","Equatorial Guinea","","401","Equatorial Guinea","Equatorial Guinea","Equatorial Guinea","INT","","","","int","","","Equatorial Guinea","N","","Equatorial Guinea","","","","","TBD","","","United States","America/New_York","","GEQ","","t809","","","","","","","","2023","","","","","ET","","geq","","","ET","","International Baseball","","",""
"","12","EAS","106","","Y","W","Tigers","2012","1995","PA","Erie","","2512","Erie","Erie SeaWolves","SeaWolves","AA","","EAS","213","aax","","Detroit Tigers","Erie SeaWolves","N","EASW","SeaWolves","2012-04-12T00:00:00","","16501","","Jerry Uht Park","Eastern League Western","","Erie","America/New_York","PA","ERI","","t106","","","","116","110 East 10th Street","","","2023","110 East 10th Street&#xa;Erie, PA  16501","Eastern League","USA","","ET","Erie","esw","DET","N","ET","","Double-A","6:35:00 PM","Detroit","113"
"","51","","810","","N","","","2012","2005","","Eritrea","","401","Eritrea","Eritrea","Eritrea","INT","","","","int","","","Eritrea","N","","Eritrea","","","","","TBD","","","United States","America/New_York","","ERI","","t810","","","","","","","","2023","","","","","ET","","eri","","","ET","","International Baseball","","",""
"","51","","811","","N","","","2012","2005","","Estonia","","401","Estonia","Estonia","Estonia","INT","","","","int","","","Estonia","N","","Estonia","","","","","TBD","","","United States","America/New_York","","EST","","t811","","","","","","","","2023","","","","","ET","","est","","","ET","","International Baseball","","",""
"Estadio T. Vargas","17","LIDOM","669","","Y","","OOC","2012","2004","DR","Estrellas","","3054","Estrellas","Estrellas de Oriente","Estrellas","WIN","","DWL","","win","","Office of the Commissioner","Estrellas de Oriente","N","","Estrellas","2012-10-14T00:00:00","","","","Estadio Tetelo Vargas","","","San Pedro de Macoris","","","EST","","t669","","","","11","Av. Circunvalacion","","","2023","Av. Circunvalacion&#xa;San Pedro de Macoris, Dominican Republic","Liga de Beisbol Dominicano","Dominican Republic","","AST","San Pedro de Macoris","est","OOC","Y","AST","","Winter Leagues","5:00:00 PM","OOC","131"
"","51","","812","","N","","","2012","2005","","Ethiopia","","401","Ethiopia","Ethiopia","Ethiopia","INT","","","","int","","","Ethiopia","N","","Ethiopia","","","","","TBD","","","United States","America/New_York","","ETH","","t812","","","","","","","","2023","","","","","ET","","eth","","","ET","","International Baseball","","",""
"","15","NOR","461","","Y","W","Padres","2012","1955","OR","Eugene","","4109","Eugene","Eugene Emeralds","Emeralds","A(Short)","","NOR","227","asx","","San Diego Padres","Eugene Emeralds","N","NORW","Emeralds","2012-06-15T00:00:00","","97401","","PK Park","Northwest League West","","Eugene","America/Los_Angeles","OR","EUG","","t461","","","","135","2760 MLK Jr. Blvd.","","","2023","2760 MLK Jr. Blvd.&#xa;Eugene, OR  97401","Northwest League","USA","","PT","Eugene","eug","SD","N","PT","","Class A Short Season","10:05:00 PM","San Diego","126"
"","15","NOR","403","","Y","W","Mariners","2012","1984","WA","Everett","","2762","Everett","Everett AquaSox","AquaSox","A(Short)","","NOR","227","asx","","Seattle Mariners","Everett AquaSox","N","NORW","AquaSox","2012-06-20T00:00:00","","98201","","Everett Memorial Stadium","Northwest League West","","Everett","America/Los_Angeles","WA","EVE","","t403","","","","136","3802 Broadway","","","2023","3802 Broadway&#xa;Everett, WA  98201","Northwest League","USA","","PT","Everett","eve","SEA","N","PT","","Class A Short Season","10:05:00 PM","Seattle","126"
"","51","","813","","N","","","2012","2005","","Fiji","","401","Fiji","Fiji","Fiji","INT","","","","int","","","Fiji","N","","Fiji","","","","","TBD","","","United States","America/New_York","","FIJ","","t813","","","","","","","","2023","","","","","ET","","fij","","","ET","","International Baseball","","",""
"","51","","814","","N","","","2012","2005","","Finland","","401","Finland","Finland","Finland","INT","","","","int","","","Finland","N","","Finland","","","","","TBD","","","United States","America/New_York","","FIN","","t814","","","","","","","","2023","","","","","ET","","fin","","","ET","","International Baseball","","",""
"","22","CBB","339","","N","","OOC","2012","2004","","Florida Atlantic","","401","Florida Atlantic","Florida Atlantic Owls","Owls","College","","CBB","","bbc","","Office of the Commissioner","Florida Atlantic Owls","N","","Owls","","","","","TBD","","","United States","America/New_York","","FAU","","t339","","","","11","","","","2016","","College Baseball","","","ET","","fal","OOC","","ET","","College Baseball","","OOC","107"
"","22","CBB","4468","","N","","OOC","2012","2012","","Florida International","","401","Florida International","Florida International University Panthers","Panthers","College","","CBB","","bbc","","Office of the Commissioner","Florida International Panthers","N","","Panthers","","","","","TBD","","","United States","America/New_York","","FIU","","t4468","","","","11","","","","2015","","College Baseball","","","ET","","fiu","OOC","","ET","","College Baseball","","OOC","107"
"","22","CBB","228","","N","","OOC","2012","2002","","Florida Southern","","401","Florida Southern","Florida Southern Mocs","Mocs","College","","CBB","","bbc","","Office of the Commissioner","Florida Southern Mocs","N","","Mocs","","","","","TBD","","","United States","America/New_York","","FSC","","t228","","","","11","","","","2018","","College Baseball","","","ET","","fls","OOC","","ET","","College Baseball","","OOC","107"
"","22","CBB","101","","Y","","OOC","2012","2001","","Florida State","","4670","Florida State","Florida State Seminoles","Seminoles","College","","CBB","","bbc","","Office of the Commissioner","Florida State Seminoles","N","","Seminoles","","","28202","","","","","","America/New_York","NC","FSU","","t101","","","","11","324 South Mint","","","2023","324 South Mint&#xa;Charlotte, NC  28202","College Baseball","United States","","","Charlotte","fan","OOC","N","","","College Baseball","","OOC","107"
"","13","FSL","509","","Y","S","Twins","2012","1992","FL","Fort Myers","","2862","Fort Myers","Fort Myers Miracle","Miracle","A(Adv)","","FSL","215","afa","","Minnesota Twins","Fort Myers Miracle","N","FSLS","Miracle","2012-04-06T00:00:00","","33912","","Hammond Stadium","Florida State League South","","Fort Myers","America/New_York","FL","FTM","","t509","","","","142","14400 Six Mile Cypress Pkwy.","","","2023","14400 Six Mile Cypress Pkwy.&#xa;Fort Myers, FL  33912","Florida State League","USA","","ET","Fort Myers","ftm","MIN","N","ET","","Class A Advanced","7:05:00 PM","Minnesota","123"
"","14","MID","584","","Y","E","Padres","2012","1993","IN","Fort Wayne","","3790","Fort Wayne","Fort Wayne TinCaps","TinCaps","A(Full)","","MID","224","afx","","San Diego Padres","Fort Wayne TinCaps","N","MIDE","TinCaps","2012-04-05T00:00:00","","46802","","Parkview Field","Midwest League Eastern","","Fort Wayne","America/New_York","IN","FW","","t584","","","","135","1301 Ewing Street","","","2023","1301 Ewing Street&#xa;Fort Wayne, IN  46802","Midwest League","USA","","ET","Fort Wayne","ftw","SD","N","ET","","Class A","7:05:00 PM","San Diego","118"
